Customer_placed_order_datetime,Placed_order_with_restaurant_datetime,Driver_at_restaurant_datetime,Delivered_to_consumer_datetime,Driver_ID,Restaurant_ID,Consumer_ID,Is_New,Delivery_Region,Is_ASAP,Order_total,Amount_of_discount,Amount_of_tip,Refunded_amount
23 19:55:05,23 20:00:14,,23 20:30:31,208,53,4028,FALSE,Mountain View,TRUE,23.94,0,1.65,0
01 01:31:18,01 01:33:30,01 01:54:13,01 02:08:37,288,8,4037,FALSE,Palo Alto,TRUE,36.88,0,1.84,0
14 00:47:50,14 01:01:08,,14 01:16:29,267,83,4037,FALSE,Palo Alto,TRUE,35.31,0,1.77,0
11 00:34:20,11 00:37:50,11 00:44:52,11 01:11:27,276,6,4042,FALSE,Palo Alto,TRUE,19.54,5,1.24,0
14 22:51:12,14 23:54:34,15 00:19:27,15 00:41:26,98,27,4042,FALSE,Palo Alto,FALSE,34.22,0,1.29,0
29 02:16:07,29 02:18:45,29 02:21:44,29 02:54:13,428,8,4046,FALSE,Palo Alto,TRUE,17.42,0,0.52,0
25 22:24:58,26 01:00:37,,26 01:30:12,34,72,4049,FALSE,Palo Alto,FALSE,34.23,0,1.71,0
27 00:46:13,27 00:54:00,,27 01:41:39,92,353,4049,FALSE,Palo Alto,TRUE,25.03,0,1.25,0
29 02:07:19,29 02:08:43,29 02:32:17,29 03:14:16,125,62,4052,FALSE,Palo Alto,TRUE,166.91,0,7.12,0
20 01:27:49,20 01:39:11,,20 02:08:34,259,48,4054,FALSE,Palo Alto,TRUE,33.08,0,1.65,0
22 23:15:17,23 00:13:57,23 00:41:35,23 01:01:28,48,48,4054,FALSE,Palo Alto,FALSE,33.08,0,1.24,0
19 20:14:38,19 20:15:55,19 20:27:02,19 20:52:14,305,68,4054,FALSE,Palo Alto,TRUE,15.19,0,0.42,0
07 01:14:42,07 01:15:37,07 01:31:44,07 02:09:28,346,232,4054,FALSE,Palo Alto,TRUE,37.54,0,1.45,0
19 02:17:13,19 02:25:13,19 02:30:42,19 03:04:47,60,28,4059,FALSE,Palo Alto,TRUE,75.87,0,6.42,0
13 02:04:53,13 02:10:32,13 02:23:42,13 02:47:17,195,44,4059,FALSE,Palo Alto,TRUE,51.02,0,4.14,0
06 02:55:13,06 03:15:23,06 03:29:04,06 03:48:15,259,94,4059,FALSE,Palo Alto,TRUE,128.91,0,5.37,0
15 02:10:34,15 02:14:18,15 02:36:21,15 02:59:10,299,97,4059,FALSE,Palo Alto,TRUE,51.29,0,4.16,0
05 03:07:50,05 03:14:49,05 03:36:06,05 03:59:00,215,98,4059,FALSE,Palo Alto,TRUE,50.42,0,4.08,0
12 03:08:55,12 03:11:15,12 03:47:45,12 03:56:22,112,98,4059,FALSE,Palo Alto,TRUE,53.74,0,4.39,0
07 02:24:15,07 02:24:48,07 02:43:25,07 03:04:49,99,221,4059,FALSE,Palo Alto,TRUE,50.21,0,4.06,33.26
04 02:00:38,04 02:19:41,,04 03:02:33,350,228,4059,FALSE,Palo Alto,TRUE,63.64,0,5.3,0
10 02:06:54,10 02:11:59,10 02:14:27,10 03:00:08,34,10,4060,FALSE,Palo Alto,TRUE,46.18,0,3,0
15 01:59:01,15 02:02:22,15 02:19:18,15 02:40:30,321,18,4060,FALSE,Palo Alto,TRUE,47.11,0,2,0
22 01:36:22,22 01:39:18,,22 02:36:01,390,20,4060,FALSE,Palo Alto,TRUE,22.82,0,1.54,0
29 01:33:36,29 01:39:39,29 01:48:33,29 02:15:45,84,20,4060,FALSE,Palo Alto,TRUE,48.14,0,1,0
05 02:09:04,05 02:26:51,05 02:43:27,05 03:04:00,215,48,4060,FALSE,Palo Alto,TRUE,23.89,0,1,0
08 01:58:09,08 01:59:06,08 02:27:20,08 02:42:46,73,48,4060,FALSE,Palo Alto,TRUE,61.3,6,2.54,0
24 01:17:35,24 01:22:03,24 01:27:51,24 02:38:06,101,69,4060,FALSE,Palo Alto,TRUE,21.77,0,3,0
17 02:13:02,17 02:38:34,17 02:43:06,17 03:19:58,29,91,4060,FALSE,Palo Alto,TRUE,46.67,0,2.33,0
16 02:15:01,16 02:15:34,16 02:29:11,16 03:04:01,362,97,4060,FALSE,Palo Alto,TRUE,25.03,0,0.87,0
04 02:36:09,04 02:45:35,,04 03:32:07,125,20,4061,FALSE,Palo Alto,TRUE,61.25,0,2.54,0
19 02:54:14,19 02:56:13,19 03:06:39,19 03:34:45,241,20,4061,FALSE,Palo Alto,TRUE,59.61,0,2.46,0
02 01:04:55,02 01:06:21,,02 01:49:55,185,68,4061,FALSE,Palo Alto,TRUE,54.29,0,2.22,0
15 02:38:48,15 02:59:31,15 03:05:04,15 03:30:46,112,86,4061,FALSE,Palo Alto,TRUE,58.87,0,2.43,0
19 19:45:09,19 19:47:21,19 19:59:57,19 20:09:41,307,9,4063,FALSE,Palo Alto,TRUE,22.2,0,0.74,0
19 01:27:30,19 01:29:38,19 01:54:06,19 02:13:18,320,41,4063,FALSE,Palo Alto,TRUE,56.57,0,5.66,0
26 02:57:44,26 03:12:31,,26 03:57:05,315,121,4063,FALSE,Palo Alto,TRUE,28.84,0,2.88,0
12 01:36:13,12 01:59:43,12 02:18:16,12 02:35:43,115,205,4063,FALSE,Palo Alto,TRUE,23.29,0,0.79,0
18 03:18:05,18 03:25:55,18 03:32:55,18 03:54:30,324,258,4063,FALSE,Palo Alto,TRUE,21.17,0,1.06,0
22 00:34:31,22 00:37:35,22 00:59:46,22 01:17:50,343,3,4068,FALSE,Palo Alto,TRUE,22.31,0,1.5,0
12 00:22:34,12 00:23:56,12 00:30:22,12 00:46:26,315,205,4068,FALSE,Palo Alto,TRUE,18.45,0,1.14,0
01 17:24:33,01 17:37:24,01 18:18:15,01 18:39:47,84,312,4068,FALSE,Palo Alto,FALSE,127.95,0,10.63,0
18 00:10:47,18 00:11:03,18 00:21:08,18 01:04:51,267,353,4068,FALSE,Palo Alto,TRUE,25.03,0,0.87,0
08 19:18:47,08 19:21:47,08 19:45:06,08 20:10:41,60,8,4070,FALSE,Palo Alto,TRUE,19,0,0,0
24 17:17:09,24 17:25:08,,24 18:43:03,373,8,4070,FALSE,Palo Alto,FALSE,34.06,0,0,0
21 19:17:07,21 19:33:11,,21 20:08:57,56,12,4070,FALSE,Palo Alto,TRUE,14.65,0,0,0
30 19:21:44,30 19:23:47,30 19:40:26,30 19:58:30,328,12,4070,FALSE,Palo Alto,TRUE,17.36,0,0,0
22 18:28:28,22 19:01:19,,22 19:48:34,43,15,4070,FALSE,Palo Alto,TRUE,15.24,0,0,0
01 02:06:32,01 02:07:25,01 03:00:15,01 03:30:24,222,20,4075,FALSE,Palo Alto,FALSE,49.39,0,3.99,0
17 00:25:29,17 01:23:31,17 02:18:59,17 02:36:15,92,20,4075,FALSE,Palo Alto,FALSE,50.42,0,4.08,24.17
02 02:59:03,02 03:00:21,02 03:14:16,02 03:50:50,259,45,4075,FALSE,Palo Alto,TRUE,36.94,0,2.84,0
16 01:55:04,16 01:57:25,,16 02:37:57,372,45,4075,FALSE,Palo Alto,TRUE,36.94,0,2.84,0
15 02:20:49,15 02:38:47,15 02:45:26,15 03:41:26,254,70,4075,FALSE,Palo Alto,TRUE,69.71,0,5.84,0
05 02:21:27,05 02:37:27,05 02:55:09,05 03:30:54,195,111,4075,FALSE,Palo Alto,TRUE,79.24,0,6.73,0
23 02:52:59,23 02:55:11,,23 03:35:30,367,248,4075,FALSE,Palo Alto,TRUE,76.58,0,6.49,28.75
20 02:18:53,20 02:37:29,20 02:44:02,20 03:02:44,276,18,4085,FALSE,Palo Alto,TRUE,38.03,25,1.47,0
15 00:30:14,15 01:17:41,,15 01:38:00,320,3,4087,FALSE,Palo Alto,FALSE,43.95,0,1.74,0
25 17:46:53,25 18:21:21,,25 18:42:19,114,3,4087,FALSE,Palo Alto,FALSE,98.02,0,4.45,0
08 17:28:09,08 18:23:09,08 18:41:24,08 18:52:52,166,6,4087,FALSE,Palo Alto,FALSE,57.48,0,2.36,0
16 00:35:45,16 01:18:33,16 01:52:54,16 02:01:06,63,6,4087,FALSE,Palo Alto,FALSE,59.71,0,2.47,0
01 00:36:41,01 00:39:23,,01 01:57:28,133,8,4087,FALSE,Palo Alto,FALSE,66.19,0,2.76,0
29 00:31:46,29 01:05:06,,29 02:08:38,357,8,4087,FALSE,Palo Alto,FALSE,61.41,0,2.54,0
10 18:09:28,10 18:11:10,10 18:20:22,10 18:38:07,222,9,4087,FALSE,Palo Alto,TRUE,71.67,0,3.02,0
02 00:45:27,02 01:21:50,02 01:39:47,02 01:50:15,265,12,4087,FALSE,Palo Alto,FALSE,37.37,0,1.44,0
28 17:21:59,28 17:58:51,28 18:36:55,28 18:59:48,357,12,4087,FALSE,Palo Alto,FALSE,72.71,0,3.06,0
02 17:46:03,02 18:11:00,02 18:59:47,02 19:08:41,262,14,4087,FALSE,Palo Alto,FALSE,62.06,0,2.57,0
15 17:22:57,15 18:31:21,15 18:47:00,15 18:52:02,144,14,4087,FALSE,Palo Alto,FALSE,44.22,0,1.75,0
04 00:24:54,04 00:50:36,04 01:31:04,04 01:45:43,299,19,4087,FALSE,Palo Alto,FALSE,45.59,0,1.82,0
04 17:35:51,04 17:39:32,,04 18:54:25,305,20,4087,FALSE,Palo Alto,FALSE,65.65,0,2.74,0
11 00:35:08,11 00:50:43,11 01:29:05,11 01:48:54,216,20,4087,FALSE,Palo Alto,FALSE,53.62,0,2.19,0
30 00:35:59,30 01:21:59,30 01:36:51,30 02:07:26,41,59,4087,FALSE,Palo Alto,FALSE,49.98,0,2.02,0
23 00:34:02,23 00:45:37,23 01:42:35,23 02:02:41,137,68,4087,FALSE,Palo Alto,FALSE,108.12,0,4.69,0
09 00:47:41,09 01:16:51,09 01:55:32,09 02:08:34,147,69,4087,FALSE,Palo Alto,FALSE,22.8,0,0.77,0
29 00:32:58,29 01:17:29,29 01:37:57,29 02:08:27,429,70,4087,FALSE,Palo Alto,FALSE,27.75,0,0.99,0
30 17:36:35,30 18:05:05,30 18:45:51,30 18:58:08,147,83,4087,FALSE,Palo Alto,FALSE,97.68,0,3.64,88.81
07 17:52:58,07 18:16:02,07 18:52:54,07 19:11:57,114,86,4087,FALSE,Palo Alto,FALSE,37.27,0,1.43,0
03 00:51:13,03 01:15:52,,03 01:56:41,267,123,4087,FALSE,Palo Alto,FALSE,52.2,0,2.12,0
17 00:23:22,17 00:55:05,17 01:25:55,17 01:48:39,380,123,4087,FALSE,Palo Alto,FALSE,69.07,0,2.89,0
01 17:53:26,01 18:05:16,,01 18:51:57,341,124,4087,FALSE,Palo Alto,FALSE,52.22,0,2.12,0
09 17:32:14,09 18:19:04,,09 19:20:32,166,124,4087,FALSE,Palo Alto,FALSE,40.78,0,1.59,0
14 18:13:08,14 18:25:47,14 18:52:40,14 19:22:13,41,124,4087,FALSE,Palo Alto,FALSE,36.72,0,1.41,0
08 00:27:51,08 01:04:34,08 01:44:03,08 02:09:35,313,205,4087,FALSE,Palo Alto,FALSE,28.67,0,1.04,0
16 17:34:11,16 18:06:35,,16 19:03:44,56,205,4087,FALSE,Palo Alto,FALSE,63.32,0,2.63,0
18 17:35:53,18 18:01:59,18 18:45:03,18 19:08:38,77,211,4087,FALSE,Palo Alto,FALSE,99.53,0,3.16,0
11 17:34:59,11 18:19:27,,11 18:58:04,215,233,4087,FALSE,Palo Alto,FALSE,37.98,0,1.46,0
10 00:37:59,10 01:11:57,10 01:45:07,10 01:51:22,50,249,4087,FALSE,Palo Alto,FALSE,35.53,0,1.35,0
03 17:34:40,03 18:08:10,03 18:48:24,03 19:00:34,41,312,4087,FALSE,Palo Alto,FALSE,47.98,0,1.92,0
17 17:37:38,17 17:38:50,17 18:40:16,17 19:04:31,198,312,4087,FALSE,Palo Alto,FALSE,62.96,0,2.61,0
16 18:27:37,16 18:39:09,16 18:42:55,16 19:06:53,60,9,4089,FALSE,Palo Alto,TRUE,76.69,0,3.25,0
23 18:29:12,23 18:42:52,23 18:56:11,23 19:22:05,114,9,4089,FALSE,Palo Alto,TRUE,86.48,0,3.7,0
08 19:01:37,08 19:03:21,08 19:30:13,08 19:41:31,166,20,4089,FALSE,Palo Alto,TRUE,40.68,0,1.59,0
24 17:02:16,24 18:25:46,24 18:43:39,24 19:02:29,208,37,4092,FALSE,Mountain View,FALSE,90.66,0,3.89,0
09 16:42:14,09 18:11:44,09 18:14:05,09 18:25:45,337,43,4092,FALSE,Mountain View,FALSE,20.63,0,2,0
15 18:10:34,15 18:15:55,15 18:38:13,15 18:48:56,208,43,4092,FALSE,Mountain View,FALSE,85.55,0,3.65,0
18 17:52:26,18 18:01:47,,18 19:34:20,73,63,4092,FALSE,Mountain View,FALSE,114.64,0,4.99,0
25 17:50:16,25 18:21:43,,25 19:16:49,377,76,4092,TRUE,Mountain View,FALSE,87.12,0,3.73,0
01 17:36:22,01 18:53:26,01 19:11:49,01 19:31:14,334,87,4092,FALSE,Mountain View,FALSE,33.18,0,1.25,0
04 18:08:44,04 18:12:52,04 18:38:03,04 19:19:13,337,87,4092,FALSE,Mountain View,FALSE,84.13,0,3.59,24.41
16 18:57:22,16 19:53:33,,16 20:24:46,248,87,4092,TRUE,Mountain View,TRUE,56.51,0,2.32,0
03 18:22:05,03 18:26:00,03 18:53:33,03 19:39:01,279,98,4092,FALSE,Mountain View,TRUE,60.75,0,2.51,0
14 17:29:36,14 17:54:25,,14 19:16:57,366,98,4092,TRUE,Mountain View,FALSE,109.76,0,4.77,0
02 17:32:00,02 17:59:15,02 18:42:57,02 19:09:32,322,112,4092,FALSE,Mountain View,FALSE,109.15,0,4.74,23.19
17 17:48:01,17 18:16:15,,17 18:42:07,118,226,4092,FALSE,Mountain View,FALSE,30.41,0,1.12,0
22 17:27:06,22 17:36:13,22 18:14:39,22 18:59:49,248,241,4092,FALSE,Mountain View,FALSE,135.83,0,5.69,0
29 17:55:25,29 17:58:38,29 18:39:35,29 18:56:01,184,245,4092,FALSE,Mountain View,FALSE,130.14,0,5.43,0
30 18:04:56,30 18:35:14,30 19:50:33,30 20:29:32,101,38,4093,FALSE,Mountain View,FALSE,352.67,0,15.66,0
02 17:41:12,02 17:45:11,02 18:49:11,02 19:14:43,248,77,4093,FALSE,Mountain View,FALSE,231.62,0,10.09,12
16 17:00:39,16 17:46:40,,16 19:01:01,248,226,4093,TRUE,Mountain View,FALSE,159.29,0,6.77,0
09 18:23:57,09 18:31:02,09 19:15:37,09 19:33:27,184,264,4093,FALSE,Mountain View,TRUE,128.68,0,5.36,0
23 17:05:31,23 17:48:46,23 18:24:15,23 19:08:46,299,370,4093,FALSE,Mountain View,FALSE,172.24,0,7.36,0
27 19:07:01,27 19:34:32,,27 20:21:06,56,62,4095,FALSE,Palo Alto,FALSE,59.72,5,0,0
22 18:41:14,22 19:03:57,22 19:29:47,22 20:00:31,48,15,4096,TRUE,Palo Alto,TRUE,77.23,0,9.82,0
01 20:17:45,01 20:20:47,01 20:27:46,01 20:43:49,320,205,4096,FALSE,Palo Alto,TRUE,28.18,0,3.06,0
21 18:37:22,21 18:53:26,,21 20:03:02,366,23,4097,FALSE,Mountain View,FALSE,65.65,0,2.74,0
07 19:11:49,07 19:23:49,,07 20:00:50,248,226,4097,FALSE,Mountain View,TRUE,61.84,0,2.56,0
15 18:07:29,15 18:13:27,15 18:34:56,15 19:19:02,290,241,4097,FALSE,Mountain View,FALSE,73.35,0,3.09,0
22 18:02:15,22 18:23:06,22 18:49:29,22 18:59:15,274,246,4097,FALSE,Mountain View,FALSE,84.84,0,3.62,0
24 18:18:02,24 19:02:14,24 19:05:26,24 19:32:04,49,246,4097,TRUE,Mountain View,FALSE,56.02,0,2.3,0
01 19:03:59,01 19:08:35,01 19:28:26,01 19:48:52,184,342,4097,FALSE,Mountain View,TRUE,53.2,0,2.17,0
07 02:38:25,07 02:54:05,07 03:12:46,07 04:00:21,200,45,4098,FALSE,Mountain View,TRUE,97.19,0,9.72,0
24 00:30:30,24 00:36:57,24 01:02:24,24 01:31:04,64,45,4098,FALSE,Mountain View,TRUE,71.69,0,7.17,0
26 23:48:31,26 23:48:55,,27 00:26:10,102,109,4098,TRUE,Mountain View,TRUE,90.77,0,9.08,0
15 18:01:32,15 18:10:42,15 19:13:36,15 19:32:27,89,38,4100,TRUE,Mountain View,FALSE,287.89,0,12.68,0
01 18:04:23,01 18:33:13,,01 19:58:15,333,41,4100,FALSE,Mountain View,FALSE,457.97,0,20.5,0
08 17:58:08,08 18:44:39,,08 19:42:26,113,89,4100,FALSE,Mountain View,FALSE,283.27,0,12.47,0
22 18:01:46,22 18:02:17,22 19:17:48,22 19:26:57,89,239,4100,TRUE,Mountain View,FALSE,325.62,0,14.42,0
25 13:22:39,25 18:21:27,,25 18:51:46,184,241,4100,TRUE,Mountain View,FALSE,41.3,0,1.62,0
12 20:54:13,12 21:12:56,12 21:23:15,12 21:35:25,160,138,4115,FALSE,San Jose,TRUE,23.29,0,0.79,0
04 22:52:14,05 00:04:02,05 00:19:58,05 00:33:51,109,156,4115,FALSE,San Jose,FALSE,29.82,0,1.09,0
04 23:21:45,05 00:27:32,05 00:28:21,05 00:54:57,279,43,4119,FALSE,Mountain View,FALSE,45.59,0,1.82,0
30 00:15:04,30 00:27:14,30 00:38:50,30 00:56:39,328,53,4120,TRUE,Palo Alto,FALSE,51.62,0,6.29,0
02 23:51:55,03 00:12:07,03 00:22:01,03 00:46:09,321,5,4122,TRUE,Palo Alto,FALSE,40.75,0,4.79,0
27 00:49:14,27 00:49:59,,27 01:31:09,390,84,4122,FALSE,Palo Alto,TRUE,28.73,0,3.13,0
06 00:46:26,06 00:47:11,06 00:58:50,06 01:24:36,80,107,4122,FALSE,Palo Alto,TRUE,28.78,0,3.14,0
22 01:22:41,22 01:32:19,,22 01:59:44,274,31,4124,FALSE,Mountain View,TRUE,37.43,0,1.87,0
02 01:55:05,02 02:01:15,,02 02:41:14,248,95,4124,FALSE,Mountain View,TRUE,39.6,0,1.98,0
06 23:02:55,06 23:58:35,07 00:26:00,07 00:40:29,117,95,4124,FALSE,Mountain View,FALSE,47.76,0,2.39,0
20 23:38:49,21 00:22:25,21 01:02:50,21 01:16:32,117,95,4124,FALSE,Mountain View,FALSE,25.47,0,1.27,0
17 00:43:13,17 00:45:18,,17 01:30:41,97,112,4124,TRUE,Mountain View,TRUE,35.25,0,1.76,0
04 19:00:29,04 20:04:05,04 20:12:41,04 20:51:38,248,225,4124,FALSE,Mountain View,TRUE,27.75,0,1.39,6
01 03:21:02,01 03:21:44,01 03:33:49,01 04:04:24,245,234,4124,FALSE,Mountain View,TRUE,44.55,0,2.23,0
28 20:22:19,28 20:22:37,28 20:32:15,28 21:01:06,397,245,4124,FALSE,Mountain View,TRUE,26.55,0,1.33,0
05 23:41:00,06 00:33:43,06 01:04:01,06 01:38:27,196,251,4124,FALSE,Mountain View,FALSE,45.64,0,2.28,0
08 01:48:19,08 01:48:52,08 02:09:00,08 02:17:18,343,10,4136,TRUE,Palo Alto,TRUE,38.03,0,1.47,0
14 00:17:12,14 00:34:18,14 00:55:22,14 01:14:11,92,3,4145,FALSE,Palo Alto,TRUE,34.82,0,1.32,0
08 00:49:28,08 00:50:26,08 01:00:43,08 01:35:14,340,68,4145,TRUE,Palo Alto,TRUE,54.94,0,2.25,0
29 01:31:19,29 01:35:23,29 01:46:02,29 01:56:34,195,233,4145,FALSE,Palo Alto,TRUE,31.29,0,1.16,0
30 01:12:18,30 01:14:42,,30 01:47:12,274,248,4148,FALSE,Mountain View,TRUE,39.11,0,1.52,0
15 01:31:32,15 01:35:57,15 01:47:34,15 02:14:48,194,9,4149,FALSE,Palo Alto,TRUE,55.92,0,2.29,0
09 01:09:47,09 01:10:28,09 01:27:16,09 01:46:37,353,59,4149,TRUE,Palo Alto,TRUE,29.38,0,1.07,0
18 01:05:26,18 01:06:33,18 01:21:25,18 01:39:43,267,59,4149,FALSE,Palo Alto,TRUE,30.47,0,1.12,0
03 19:00:28,03 19:03:00,03 19:29:11,03 19:48:13,224,19,4156,TRUE,Palo Alto,TRUE,82.61,0,6,0
27 20:24:07,27 20:55:44,,27 21:39:26,141,77,4158,FALSE,Palo Alto,TRUE,36.34,0,6,0
15 15:52:31,15 17:56:22,15 18:14:56,15 18:49:44,114,249,4159,TRUE,Palo Alto,FALSE,106.49,0,4.62,0
16 01:23:09,16 01:23:56,16 01:37:29,16 02:02:44,41,8,4166,TRUE,Palo Alto,TRUE,40.26,0,2.01,0
24 00:23:46,24 00:26:07,24 00:44:15,24 01:05:55,43,27,4166,TRUE,Palo Alto,TRUE,28.78,0,2.88,0
04 03:21:48,04 03:23:46,04 03:28:20,04 03:46:31,276,3,4167,TRUE,Palo Alto,TRUE,10.33,10.33,1.03,0
10 01:56:39,10 02:13:26,,10 03:08:38,313,3,4167,FALSE,Palo Alto,FALSE,10.33,3.79,0.95,0
11 22:53:22,11 23:27:57,11 23:51:34,12 00:21:43,299,3,4167,FALSE,Palo Alto,FALSE,10.33,0,0.47,0
07 02:09:28,07 02:13:47,,07 02:54:00,273,12,4167,FALSE,Palo Alto,TRUE,15.22,15.22,1.4,0
28 02:04:06,28 02:24:03,28 02:50:31,28 03:16:17,403,10,4170,FALSE,Palo Alto,TRUE,78.75,0,3.94,0
05 00:11:53,05 00:15:33,05 00:22:56,05 00:45:39,156,21,4172,FALSE,Palo Alto,TRUE,35.8,0,2.74,0
04 00:54:20,04 00:54:59,04 01:08:07,04 01:25:39,137,68,4172,FALSE,Palo Alto,TRUE,45.69,0,3.65,0
07 00:17:31,07 00:17:59,07 00:29:22,07 00:47:18,80,207,4172,FALSE,Palo Alto,TRUE,48.9,0,3.94,0
01 00:33:29,01 00:39:18,01 02:03:46,01 04:34:30,277,8,4181,TRUE,Palo Alto,FALSE,84.14,0,0,6
22 01:07:04,22 01:55:17,,22 02:36:07,390,8,4181,FALSE,Palo Alto,FALSE,38.52,0,0,0
29 00:38:58,29 01:05:01,29 01:34:35,29 02:03:43,413,8,4181,FALSE,Palo Alto,FALSE,58.64,0,0,0
06 20:16:11,06 20:16:29,06 20:24:34,06 20:42:59,267,9,4181,FALSE,Palo Alto,TRUE,19.59,0,0,0
09 01:40:52,09 02:02:59,09 02:15:06,09 02:36:56,276,12,4181,FALSE,Palo Alto,FALSE,59.23,0,0,0
18 00:32:51,18 01:19:04,18 01:30:06,18 01:56:24,320,12,4181,FALSE,Palo Alto,FALSE,37.53,0,0,0
11 00:55:57,11 01:08:26,11 01:51:51,11 02:20:35,86,97,4181,FALSE,Palo Alto,FALSE,86.42,0,0,0
10 01:07:00,10 01:09:07,10 01:20:28,10 02:07:03,359,8,4183,FALSE,Palo Alto,TRUE,64.13,0,0,0
04 00:59:02,04 01:26:22,04 01:53:24,04 02:26:41,299,9,4183,FALSE,Palo Alto,FALSE,57.11,0,0,0
23 01:17:30,23 01:20:24,23 01:32:47,23 01:54:56,66,9,4183,FALSE,Palo Alto,TRUE,40.8,0,0,0
30 00:38:33,30 01:19:29,30 01:45:02,30 02:06:44,390,68,4183,FALSE,Palo Alto,FALSE,38.57,0,0,0
03 00:41:40,03 00:41:59,03 00:55:09,03 01:14:56,307,6,4187,FALSE,Palo Alto,TRUE,50.48,0,4.09,0
01 00:22:49,01 00:24:18,01 00:33:51,01 01:18:25,166,8,4187,FALSE,Palo Alto,TRUE,90.78,0,7.79,0
03 00:41:26,03 00:41:43,03 01:05:42,03 01:25:55,172,8,4187,FALSE,Palo Alto,TRUE,58.53,0,4.83,0
03 19:22:34,03 19:23:05,03 19:41:04,03 20:11:51,125,8,4187,FALSE,Palo Alto,TRUE,48.3,0,3.89,0
01 19:10:34,01 19:13:18,01 19:29:53,01 19:53:10,145,9,4187,FALSE,Palo Alto,TRUE,105.88,0,9.18,0
28 17:53:49,28 17:55:37,28 18:45:33,28 18:59:37,116,9,4187,FALSE,Palo Alto,FALSE,137.4,0,11.53,0
15 18:32:57,15 18:50:36,15 19:05:56,15 19:27:40,154,12,4187,FALSE,Palo Alto,TRUE,76.91,0,6.52,0
22 01:32:55,22 01:52:18,22 02:16:43,22 02:40:06,200,20,4187,FALSE,Palo Alto,TRUE,172.58,0,14.76,0
29 18:27:41,29 18:34:52,29 19:33:43,29 19:59:09,373,20,4187,FALSE,Palo Alto,TRUE,127.38,0,10.6,0
06 21:59:49,06 21:59:58,,06 22:35:02,246,14,4188,FALSE,Palo Alto,TRUE,14.43,0,0.72,0
18 03:42:11,18 03:43:28,18 04:05:11,18 04:23:26,50,20,4191,FALSE,Palo Alto,TRUE,20.08,0,0.64,0
04 02:06:48,04 02:09:58,,04 02:48:54,116,28,4191,FALSE,Palo Alto,TRUE,30.36,0,1.12,0
05 01:57:31,05 02:05:17,05 02:20:58,05 02:45:49,308,68,4191,TRUE,Palo Alto,TRUE,21.71,0,0.72,0
14 03:01:08,14 03:01:50,14 03:25:53,14 03:45:52,246,68,4191,FALSE,Palo Alto,TRUE,38.03,0,1.47,0
19 02:03:43,19 02:04:37,19 02:10:24,19 02:49:57,197,68,4191,FALSE,Palo Alto,TRUE,38.03,0,1.47,0
20 03:36:52,20 03:37:38,20 03:50:37,20 04:19:12,195,107,4191,FALSE,Palo Alto,TRUE,33.62,0,1.27,0
01 15:33:03,01 18:25:28,01 19:25:14,01 19:33:47,99,8,4204,FALSE,Palo Alto,FALSE,23.94,0,2.39,0
03 18:26:38,03 18:28:53,03 18:48:29,03 19:07:52,43,8,4204,FALSE,Palo Alto,TRUE,29.93,0,2.99,0
14 15:17:27,14 18:39:30,14 19:14:25,14 19:20:23,154,8,4204,FALSE,Palo Alto,FALSE,22.86,0,2.29,0
07 18:53:31,07 18:59:33,07 19:12:37,07 19:32:47,190,27,4204,TRUE,Palo Alto,TRUE,18.45,0,1.85,0
04 18:35:50,04 19:17:41,04 19:28:03,04 19:54:55,286,86,4204,FALSE,Palo Alto,FALSE,18.11,0,1.81,0
02 18:15:42,02 18:39:07,02 19:10:58,02 19:22:31,190,107,4204,TRUE,Palo Alto,FALSE,16.33,0,0.82,0
23 18:45:53,23 19:04:49,23 19:14:53,23 19:37:05,224,258,4204,FALSE,Palo Alto,TRUE,27.15,0,0,0
09 18:42:36,09 19:05:38,,09 19:56:58,343,312,4204,FALSE,Palo Alto,TRUE,16.34,0,1.63,0
10 18:52:34,10 18:53:59,10 19:07:50,10 19:30:57,48,312,4204,FALSE,Palo Alto,TRUE,14.18,0,1.42,0
01 02:27:21,01 02:28:45,01 02:35:05,01 03:10:57,308,5,4205,FALSE,Palo Alto,TRUE,170.13,0,7.27,0
01 18:33:03,01 18:54:00,01 19:27:36,01 19:50:25,56,63,4208,FALSE,Palo Alto,FALSE,80.49,0,10.27,0
07 18:42:41,07 18:46:45,,07 19:44:49,325,63,4208,TRUE,Palo Alto,FALSE,100.94,0,13.09,0
11 18:41:10,11 18:58:10,,11 19:42:46,361,63,4208,FALSE,Palo Alto,FALSE,66.36,0,8.32,0
22 19:41:26,22 19:44:27,22 20:06:26,22 20:39:16,392,63,4208,FALSE,Palo Alto,TRUE,82.13,0,10.5,0
10 17:44:17,11 17:59:08,11 18:23:30,11 18:55:03,320,58,4213,FALSE,Palo Alto,FALSE,54.34,0,4.44,0
01 21:27:54,04 18:34:59,04 19:15:56,04 19:33:38,216,200,4213,FALSE,Palo Alto,FALSE,83.54,0,7.13,0
23 18:18:09,25 18:16:41,,25 18:57:30,224,268,4213,FALSE,Palo Alto,FALSE,74.3,0,6.28,0
12 23:59:05,13 00:00:25,,13 00:43:06,366,10,4221,FALSE,Palo Alto,FALSE,66.85,0,2.79,0
25 22:13:42,25 23:34:08,,26 00:43:16,166,48,4221,FALSE,Palo Alto,FALSE,48.2,0,1.94,0
