,Customer_placed_order_datetime,Placed_order_with_restaurant_datetime,Driver_at_restaurant_datetime,Delivered_to_consumer_datetime,Driver_ID,Restaurant_ID,Consumer_ID,Is_New,Delivery_Region,Is_ASAP,Order_total,Amount_of_discount,Amount_of_tip,Refunded_amount,Total_time_elapsed
1361,06 00:34:42,06 00:37:02,06 00:42:16,06 01:19:52,29,8,1374,FALSE,Palo Alto,TRUE,23.94,0,0.82,0,0 days 00:45:10.000000000
1362,25 02:24:48,25 02:29:38,25 02:44:38,25 03:06:15,246,14,1374,FALSE,Palo Alto,TRUE,22.26,0,1.49,0,0 days 00:41:27.000000000
1363,03 02:22:57,03 02:23:10,03 02:34:09,03 03:00:06,152,63,1374,FALSE,Palo Alto,TRUE,23.84,0,0.82,0,0 days 00:37:09.000000000
1364,24 03:21:32,24 03:24:30,24 03:31:45,24 04:01:20,80,63,1374,FALSE,Palo Alto,TRUE,26.01,0,0.92,0,0 days 00:39:48.000000000
1365,16 02:23:53,16 02:24:57,16 02:39:58,16 02:52:44,216,70,1374,FALSE,Palo Alto,TRUE,19.9,0,1.27,0,0 days 00:28:51.000000000
1366,29 01:15:41,29 01:24:59,29 01:53:33,29 02:14:04,214,86,1374,FALSE,Palo Alto,TRUE,22.35,0,0.75,0,0 days 00:58:23.000000000
1367,09 02:15:54,09 02:17:30,09 02:25:53,09 02:44:34,219,123,1374,FALSE,Palo Alto,TRUE,21.21,0,0.69,0,0 days 00:28:40.000000000
1368,15 02:00:47,15 02:06:22,15 02:20:12,15 02:34:12,313,213,1374,FALSE,Palo Alto,TRUE,23.99,0,0.82,0,0 days 00:33:25.000000000
1369,22 01:04:41,22 01:22:49,22 01:32:22,22 01:53:03,311,213,1374,FALSE,Palo Alto,TRUE,22.84,0,0.77,0,0 days 00:48:22.000000000
1370,23 02:46:01,23 02:47:15,23 03:14:13,23 03:36:46,365,219,1374,FALSE,Palo Alto,TRUE,28.19,0,1.02,0,0 days 00:50:45.000000000
1371,17 03:01:23,17 03:06:46,17 03:13:19,17 03:42:53,259,235,1374,FALSE,Palo Alto,TRUE,26.12,0,0.92,0,0 days 00:41:30.000000000
1372,04 03:05:54,04 03:08:29,,04 04:03:57,222,268,1374,TRUE,Palo Alto,TRUE,26.55,0,0.94,0,0 days 00:58:03.000000000
1373,08 00:30:58,08 00:36:31,08 01:38:39,08 02:04:37,214,8,1376,FALSE,Palo Alto,FALSE,87.95,0,3.76,0,0 days 01:33:39.000000000
1374,15 00:46:17,15 01:09:05,15 01:33:43,15 01:57:54,314,8,1376,FALSE,Palo Alto,FALSE,107.95,0,4.68,0,0 days 01:11:37.000000000
1375,03 00:35:21,03 00:36:44,03 01:10:04,03 01:51:18,163,9,1376,FALSE,Palo Alto,TRUE,98.87,0,4.27,0,0 days 01:15:57.000000000
1376,02 00:40:53,02 01:18:29,02 01:43:15,02 02:03:18,267,62,1376,FALSE,Palo Alto,FALSE,90.07,0,5,0,0 days 01:22:25.000000000
1377,17 00:43:42,17 01:08:30,17 01:38:05,17 02:03:23,195,62,1376,FALSE,Palo Alto,FALSE,112.48,0,4.89,0,0 days 01:19:41.000000000
1378,06 21:52:33,06 21:53:47,06 22:00:56,06 22:34:38,259,68,1378,FALSE,Palo Alto,TRUE,30.96,0,3.44,0,0 days 00:42:05.000000000
1379,01 04:13:04,01 04:13:13,,01 04:38:43,195,28,1383,FALSE,Palo Alto,TRUE,34.17,5,1.29,0,0 days 00:25:39.000000000
1380,26 01:57:33,26 02:48:00,,26 03:34:06,166,107,1383,FALSE,Palo Alto,TRUE,38.57,0,1.93,0,0 days 01:36:33.000000000
1381,17 00:10:51,17 01:05:57,17 01:50:18,17 02:31:28,343,45,1384,TRUE,Mountain View,FALSE,368.81,0,16.4,0,0 days 02:20:37.000000000
1382,20 00:45:45,20 00:49:29,20 00:55:17,20 01:15:06,84,106,1384,TRUE,Palo Alto,TRUE,26.66,0,2.67,0,0 days 00:29:21.000000000
1383,24 03:20:08,24 03:32:09,24 03:54:48,24 04:08:57,379,36,1386,FALSE,Mountain View,TRUE,64.07,0,8.01,0,0 days 00:48:49.000000000
1384,18 02:29:11,18 02:30:55,18 02:41:59,18 03:13:51,277,87,1386,FALSE,Mountain View,TRUE,48.3,0,5.83,0,0 days 00:44:40.000000000
1385,20 01:32:07,20 01:38:17,20 01:52:24,20 02:22:13,102,111,1386,FALSE,Mountain View,TRUE,67.82,0,8.52,0,0 days 00:50:06.000000000
1386,17 18:01:28,17 18:04:22,17 18:53:40,17 19:17:55,297,54,1388,FALSE,Mountain View,FALSE,209.38,0,9.07,0,0 days 01:16:27.000000000
1387,29 01:01:49,29 01:21:44,29 01:34:45,29 02:04:39,398,87,1388,TRUE,Mountain View,TRUE,136.14,0,5.7,0,0 days 01:02:50.000000000
1388,25 01:33:28,25 01:34:57,,25 02:35:37,302,98,1388,FALSE,Mountain View,TRUE,149.24,0,6.31,0,0 days 01:02:09.000000000
1389,04 18:19:11,04 18:51:04,,04 20:01:31,86,124,1388,FALSE,Mountain View,TRUE,182.1,0,7.82,0,0 days 01:42:20.000000000
1390,09 17:50:19,09 17:51:19,09 18:26:13,09 18:40:25,56,9,1396,FALSE,Palo Alto,FALSE,65.76,0,8.24,0,0 days 00:50:06.000000000
1391,22 16:21:21,22 17:08:24,22 17:57:44,22 18:24:22,216,9,1396,FALSE,Palo Alto,FALSE,150,0,12.69,10.82,0 days 02:03:01.000000000
1392,28 23:13:22,29 17:20:55,29 18:15:39,29 18:29:47,56,9,1396,FALSE,Palo Alto,FALSE,55.92,0,6.88,0,0 days 19:16:25.000000000
1393,24 00:02:41,24 17:12:25,,24 18:11:51,325,15,1396,TRUE,Palo Alto,FALSE,59.61,0,2.46,0,0 days 18:09:10.000000000
1394,12 01:29:36,12 01:34:00,,12 02:33:47,215,8,1406,FALSE,Palo Alto,TRUE,34.22,0,2.59,0,0 days 01:04:11.000000000
1395,30 02:28:27,30 02:42:59,30 02:55:46,30 03:09:28,358,8,1406,TRUE,Palo Alto,TRUE,28.24,0,2.82,0,0 days 00:41:01.000000000
1396,04 01:00:23,04 01:00:57,04 01:13:44,04 01:40:03,346,10,1406,FALSE,Palo Alto,TRUE,65.65,0,5.48,0,0 days 00:39:40.000000000
1397,23 01:38:31,23 01:40:11,23 01:49:00,23 02:05:27,340,19,1406,FALSE,Palo Alto,TRUE,44.06,0,3.5,0,0 days 00:26:56.000000000
1398,24 18:57:50,24 19:10:49,24 19:20:33,24 19:36:25,267,62,1406,FALSE,Palo Alto,TRUE,35.85,0,2.74,0,0 days 00:38:35.000000000
1399,15 01:37:35,15 01:39:02,15 02:02:38,15 02:18:00,343,63,1406,FALSE,Palo Alto,TRUE,52.16,0,4.24,0,0 days 00:40:25.000000000
1400,06 03:15:49,06 03:22:06,06 03:34:46,06 04:17:36,198,107,1406,FALSE,Palo Alto,TRUE,40.69,0,3.19,0,0 days 01:01:47.000000000
1401,19 01:31:29,19 01:32:20,19 02:05:29,19 02:17:15,60,107,1406,TRUE,Palo Alto,TRUE,43.46,0,3.44,0,0 days 00:45:46.000000000
1402,26 16:25:09,26 18:26:42,,26 19:18:31,404,62,1411,TRUE,Palo Alto,FALSE,55.37,0,2.27,0,0 days 02:53:22.000000000
1403,04 22:44:25,04 23:32:41,,05 00:12:41,156,72,1411,TRUE,Palo Alto,FALSE,42.41,0,1.67,0,0 days 01:28:16.000000000
1404,09 18:57:54,09 19:01:36,09 19:34:22,09 19:57:15,345,68,1414,TRUE,Palo Alto,TRUE,70.54,0,8.9,0,0 days 00:59:21.000000000
1405,10 19:30:18,10 19:31:00,10 19:43:53,10 20:00:05,34,84,1414,FALSE,Palo Alto,TRUE,55.81,0,6.87,0,0 days 00:29:47.000000000
1406,30 18:49:29,30 19:17:00,30 19:26:42,30 19:46:15,114,124,1414,FALSE,Palo Alto,TRUE,35.35,0,4.04,0,0 days 00:56:46.000000000
1407,03 18:44:45,03 18:57:10,03 19:15:32,03 19:36:58,43,20,1415,FALSE,Palo Alto,TRUE,27.09,0,0.96,0,0 days 00:52:13.000000000
1408,07 19:52:46,07 19:52:59,07 20:03:53,07 20:25:02,328,20,1415,FALSE,Palo Alto,TRUE,35.46,0,1.35,0,0 days 00:32:16.000000000
1409,11 18:49:53,11 23:26:38,11 23:39:35,12 00:07:46,294,20,1415,FALSE,Palo Alto,FALSE,53.63,0,2.68,0,0 days 05:17:53.000000000
1410,17 19:15:11,17 23:03:07,17 23:51:02,18 00:05:49,195,20,1415,FALSE,Palo Alto,FALSE,104.31,0,4.52,0,0 days 04:50:38.000000000
1411,18 01:05:47,18 01:16:01,,18 01:51:44,64,45,1421,FALSE,Mountain View,TRUE,45.04,0,1.79,0,0 days 00:45:57.000000000
1412,04 00:49:24,04 01:11:03,04 01:26:19,04 01:41:38,73,264,1421,TRUE,Mountain View,TRUE,29.38,0,1.07,0,0 days 00:52:14.000000000
1413,16 00:13:39,16 00:14:04,,16 00:40:59,97,264,1421,TRUE,Mountain View,TRUE,30.96,0,1.14,0,0 days 00:27:20.000000000
1414,18 23:22:11,19 00:03:28,19 00:35:04,19 00:42:23,154,10,1424,FALSE,Palo Alto,FALSE,98.87,0,8.54,0,0 days 01:20:12.000000000
1415,22 23:46:30,22 23:56:42,23 00:29:10,23 00:58:54,395,10,1424,FALSE,Palo Alto,FALSE,98.11,0,4.23,0,0 days 01:12:24.000000000
1416,17 23:16:56,18 00:12:24,18 00:44:27,18 01:06:20,67,14,1424,FALSE,Palo Alto,FALSE,95.94,0,8.27,0,0 days 01:49:24.000000000
1417,25 00:07:37,25 00:11:02,25 00:29:41,25 00:52:30,408,62,1424,TRUE,Palo Alto,TRUE,123.79,0,5.14,0,0 days 00:44:53.000000000
1418,07 23:40:47,07 23:55:44,08 00:23:11,08 00:40:46,343,94,1424,FALSE,Palo Alto,FALSE,146.85,0,6.2,0,0 days 00:59:59.000000000
1419,08 04:49:44,08 04:49:57,08 04:57:31,08 05:27:19,259,107,1428,FALSE,Palo Alto,TRUE,72.72,0,6.13,0,0 days 00:37:35.000000000
1420,12 19:15:04,12 19:18:06,12 19:40:30,12 19:57:48,166,212,1428,TRUE,Palo Alto,TRUE,30.87,0,3.43,0,0 days 00:42:44.000000000
1421,12 00:55:42,12 00:59:47,,12 01:43:31,216,350,1428,FALSE,Palo Alto,TRUE,15.14,0,1.26,0,0 days 00:47:49.000000000
1422,14 03:26:56,14 03:36:28,,14 04:13:20,134,228,1432,FALSE,Mountain View,TRUE,29.87,0,2.19,0,0 days 00:46:24.000000000
1423,04 01:24:22,04 01:25:21,04 01:36:31,04 02:05:49,105,241,1432,FALSE,Mountain View,TRUE,23.37,0,1.59,0,0 days 00:41:27.000000000
1424,09 02:20:37,09 02:22:44,09 02:30:25,09 02:47:53,101,221,1434,FALSE,Mountain View,TRUE,30.09,0,3.32,0,0 days 00:27:16.000000000
1425,11 19:04:56,11 19:17:13,11 19:26:21,11 19:55:23,305,105,1440,FALSE,Palo Alto,TRUE,22.8,0,1.54,0,0 days 00:50:27.000000000
1426,17 18:35:40,17 18:41:25,17 18:55:38,17 19:24:48,48,212,1440,FALSE,Palo Alto,TRUE,15.35,0,0.86,0,0 days 00:49:08.000000000
1427,19 02:54:00,19 02:54:51,19 03:02:34,19 03:25:18,80,20,1446,FALSE,Palo Alto,TRUE,34.11,0,1.71,0,0 days 00:31:18.000000000
1428,02 01:09:35,02 01:25:30,02 02:06:36,02 02:19:56,79,28,1446,FALSE,Palo Alto,TRUE,42.81,0,5.07,0,0 days 01:10:21.000000000
1429,15 23:56:59,16 01:25:16,,16 01:50:28,324,28,1446,FALSE,Palo Alto,FALSE,28.73,0,3.13,0,0 days 01:53:29.000000000
1430,12 02:08:22,12 02:13:32,12 02:40:12,12 03:01:53,206,41,1446,FALSE,Palo Alto,TRUE,63.04,0,7.86,0,0 days 00:53:31.000000000
1431,05 02:39:07,05 02:57:03,05 03:03:34,05 03:49:26,86,81,1446,FALSE,Palo Alto,TRUE,96.63,0,4.83,0,0 days 01:10:19.000000000
1432,03 23:40:35,03 23:41:04,04 00:11:21,04 00:27:06,245,44,1447,FALSE,Mountain View,TRUE,39.06,0,3.04,0,0 days 00:46:31.000000000
1433,18 15:37:53,18 19:15:37,,18 19:59:43,139,44,1447,FALSE,Mountain View,FALSE,52.16,0,6.36,0,0 days 04:21:50.000000000
1434,11 03:35:51,11 03:38:20,11 03:53:39,11 04:09:09,182,228,1447,FALSE,Mountain View,TRUE,64.18,0,8.02,0,0 days 00:33:18.000000000
1435,27 20:37:49,27 20:40:34,,27 21:02:34,300,361,1447,FALSE,Mountain View,TRUE,49.83,0,6.04,0,0 days 00:24:45.000000000
1436,04 01:35:15,04 01:35:49,,04 02:30:20,328,20,1448,FALSE,Palo Alto,TRUE,49.6,0,6.01,0,0 days 00:55:05.000000000
1437,26 00:37:37,26 00:44:28,,26 02:04:32,308,20,1448,FALSE,Palo Alto,TRUE,73.52,0,9.31,0,0 days 01:26:55.000000000
1438,12 01:16:46,12 01:23:12,12 01:29:06,12 01:51:48,356,258,1448,FALSE,Palo Alto,TRUE,45.31,6,5.42,0,0 days 00:35:02.000000000
1439,13 02:12:53,13 02:14:14,13 02:43:09,13 03:12:27,56,63,1452,TRUE,Palo Alto,TRUE,78.05,0,5,0,0 days 00:59:34.000000000
1440,02 23:07:51,03 00:02:57,03 00:53:03,03 01:18:07,345,63,1453,FALSE,Palo Alto,FALSE,58.58,0,7.25,0,0 days 02:10:16.000000000
1441,24 00:50:01,24 00:51:23,24 01:11:25,24 01:38:16,401,107,1453,TRUE,Palo Alto,TRUE,45.69,0,6.85,0,0 days 00:48:15.000000000
1442,11 00:55:06,11 00:59:43,11 01:15:39,11 01:55:48,299,45,1455,FALSE,Mountain View,TRUE,32.05,0,1.19,0,0 days 01:00:42.000000000
1443,26 00:51:25,26 01:21:13,,26 02:09:00,141,76,1455,FALSE,Mountain View,TRUE,94.79,0,4.08,0,0 days 01:17:35.000000000
1444,18 00:43:45,18 00:46:24,18 01:00:19,18 01:22:43,363,90,1455,FALSE,Mountain View,TRUE,62.01,0,2.57,0,0 days 00:38:58.000000000
1445,29 23:07:20,30 00:43:30,30 00:56:13,30 01:29:06,277,264,1455,FALSE,Mountain View,FALSE,51.68,0,2.1,0,0 days 02:21:46.000000000
1446,09 03:42:47,09 03:42:57,09 03:50:35,09 04:05:27,216,3,1456,FALSE,Palo Alto,TRUE,38.57,0,0,0,0 days 00:22:40.000000000
1447,01 03:22:17,01 03:22:37,01 03:30:02,01 03:45:34,320,7,1456,FALSE,Palo Alto,TRUE,31.56,0,2.35,0,0 days 00:23:17.000000000
1448,19 00:19:06,19 00:20:52,19 00:41:47,19 01:12:11,287,76,1457,FALSE,Mountain View,TRUE,206.83,0,20.68,0,0 days 00:53:05.000000000
1449,02 02:12:20,02 02:13:19,,02 03:15:49,101,98,1457,FALSE,Mountain View,TRUE,62.33,0,3.12,16.19,0 days 01:03:29.000000000
1450,24 20:52:59,25 00:12:15,25 00:35:48,25 01:03:00,302,112,1457,FALSE,Mountain View,FALSE,80.77,0,8.08,0,0 days 04:10:01.000000000
1451,26 19:19:59,26 20:34:24,,26 21:27:04,300,112,1457,FALSE,Mountain View,TRUE,38.73,0,3.87,0,0 days 02:07:05.000000000
1452,17 03:07:03,17 03:09:01,17 03:37:46,17 03:48:53,276,10,1459,TRUE,Palo Alto,TRUE,21.77,0,0.72,0,0 days 00:41:50.000000000
1453,24 02:45:31,24 02:46:24,24 02:53:55,24 03:26:46,43,20,1459,FALSE,Palo Alto,TRUE,17.42,0,0.52,0,0 days 00:41:15.000000000
1454,07 01:22:26,07 01:28:28,07 02:18:13,07 02:34:48,155,87,1462,FALSE,Mountain View,TRUE,96.48,0,0,0,0 days 01:12:22.000000000
1455,20 23:15:04,21 02:04:10,21 02:22:01,21 02:25:40,49,87,1462,FALSE,Mountain View,FALSE,37.43,0,4.33,0,0 days 03:10:36.000000000
1456,12 04:31:45,12 04:34:23,12 04:44:25,12 04:56:36,66,14,1463,FALSE,Palo Alto,TRUE,26.39,0,1.87,0,0 days 00:24:51.000000000
1457,26 04:46:16,26 04:47:22,,26 05:27:46,366,20,1463,FALSE,Palo Alto,TRUE,41.72,0,3.28,0,0 days 00:41:30.000000000
1458,28 04:55:06,28 04:55:19,28 05:05:06,28 05:27:35,403,5,1465,FALSE,Palo Alto,TRUE,22.86,0,1.14,0,0 days 00:32:29.000000000
1459,27 02:11:33,27 02:28:23,,27 03:20:41,87,34,1468,FALSE,Palo Alto,TRUE,54.77,0,2.74,0,0 days 01:09:08.000000000
1460,12 00:48:10,12 00:57:49,12 01:05:14,12 01:18:28,43,5,1469,TRUE,Palo Alto,TRUE,47.27,0,1.89,0,0 days 00:30:18.000000000
1461,25 01:03:01,25 01:08:04,25 01:12:50,25 01:28:58,163,62,1469,FALSE,Palo Alto,TRUE,46.18,0,1.84,0,0 days 00:25:57.000000000
1462,19 00:21:43,19 00:22:28,19 00:39:48,19 00:56:21,147,94,1469,TRUE,Palo Alto,TRUE,62.55,0,2.6,0,0 days 00:34:38.000000000
1463,07 20:59:53,08 00:05:42,,08 00:48:45,320,8,1471,FALSE,Palo Alto,FALSE,20.14,0,4,0,0 days 03:48:52.000000000
1464,08 22:46:06,08 23:33:06,09 00:16:55,09 00:29:46,56,8,1471,FALSE,Palo Alto,FALSE,31.56,0,5,0,0 days 01:43:40.000000000
1465,06 01:02:10,06 01:04:53,,06 01:59:40,273,10,1471,FALSE,Palo Alto,TRUE,72.77,0,3.07,0,0 days 00:57:30.000000000
1466,10 00:08:38,10 00:09:15,10 00:22:07,10 00:36:14,195,14,1471,FALSE,Palo Alto,TRUE,41.34,0,1.62,0,0 days 00:27:36.000000000
1467,03 00:50:47,03 00:51:22,03 00:57:57,03 01:17:22,60,19,1471,FALSE,Palo Alto,TRUE,65.81,0,5,0,0 days 00:26:35.000000000
1468,10 22:56:49,10 23:26:58,,11 00:18:56,340,19,1471,FALSE,Palo Alto,FALSE,67.44,0,2.82,0,0 days 01:22:07.000000000
1469,28 00:06:05,28 00:14:13,,28 00:46:30,372,19,1471,FALSE,Palo Alto,TRUE,70.6,0,5,0,0 days 00:40:25.000000000
1470,10 00:39:02,10 00:40:08,,10 01:05:02,84,227,1473,FALSE,Palo Alto,TRUE,39.53,0,3.95,0,0 days 00:26:00.000000000
1471,17 01:29:11,17 01:31:25,,17 02:22:35,222,227,1473,FALSE,Palo Alto,TRUE,53.18,0,2.66,0,0 days 00:53:24.000000000
1472,24 01:47:23,24 01:50:44,24 02:11:22,24 02:25:37,276,227,1473,FALSE,Palo Alto,TRUE,34.64,0,3,0,0 days 00:38:14.000000000
1473,29 00:52:14,29 00:56:43,29 01:07:23,29 01:31:17,370,227,1473,FALSE,Palo Alto,TRUE,36.32,0,1.82,0,0 days 00:39:03.000000000
1474,23 22:36:08,23 23:09:24,23 23:45:09,24 00:01:18,195,68,1480,FALSE,Palo Alto,FALSE,53.74,0,0,0,0 days 01:25:10.000000000
1475,10 01:46:14,10 01:46:28,10 01:56:38,10 02:14:51,343,10,1485,FALSE,Palo Alto,TRUE,61.46,0,5.1,0,0 days 00:28:37.000000000
1476,19 02:04:14,19 02:04:24,19 02:12:51,19 02:51:56,195,68,1485,FALSE,Palo Alto,TRUE,39.17,0,4.57,0,0 days 00:47:42.000000000
1477,13 01:46:23,13 01:54:35,13 02:07:56,13 02:38:05,90,94,1485,TRUE,Palo Alto,TRUE,74.51,0,6.3,0,0 days 00:51:42.000000000
1478,03 00:56:57,03 00:58:07,03 01:11:36,03 01:29:34,288,68,1494,FALSE,Palo Alto,TRUE,30.36,0,1.12,0,0 days 00:32:37.000000000
1479,07 18:32:18,07 18:33:41,07 19:26:56,07 19:38:40,48,68,1494,TRUE,Palo Alto,TRUE,25.03,0,0.87,0,0 days 01:06:22.000000000
1480,24 01:16:59,24 01:20:16,24 01:37:16,24 01:57:03,144,68,1494,TRUE,Palo Alto,TRUE,42.32,0,1.67,0,0 days 00:40:04.000000000
1481,06 20:41:19,06 20:47:34,06 20:57:46,06 21:19:12,343,100,1495,FALSE,Palo Alto,TRUE,46.78,0,1.87,0,0 days 00:37:53.000000000
1482,26 23:03:37,26 23:19:18,,26 23:58:40,299,100,1495,FALSE,Palo Alto,FALSE,49.5,0,2.48,0,0 days 00:55:03.000000000
1483,12 00:56:10,12 00:57:27,12 01:10:12,12 01:43:12,195,19,1496,TRUE,Palo Alto,TRUE,68.86,0,2.89,0,0 days 00:47:02.000000000
1484,23 23:36:19,24 00:07:46,24 01:10:51,24 01:22:35,56,20,1496,FALSE,Palo Alto,FALSE,53.63,0,2.19,0,0 days 01:46:16.000000000
1485,08 17:43:15,08 18:42:20,08 18:54:14,08 19:18:01,259,97,1497,TRUE,Palo Alto,FALSE,30.03,0,1.5,0,0 days 01:34:46.000000000
1486,09 01:31:53,09 01:32:06,09 01:43:58,09 02:13:59,34,8,1499,FALSE,Palo Alto,TRUE,34.27,5,3.9,0,0 days 00:42:06.000000000
1487,06 03:48:12,06 03:49:22,06 04:23:38,06 04:45:27,216,81,1500,TRUE,Palo Alto,TRUE,35.32,0,2.69,0,0 days 00:57:15.000000000
1488,11 01:35:41,11 01:38:53,11 01:54:07,11 02:09:48,219,6,1501,FALSE,Palo Alto,TRUE,33.08,0,4,0,0 days 00:34:07.000000000
1489,14 01:37:15,14 01:41:20,14 02:03:41,14 02:23:50,48,205,1501,FALSE,Palo Alto,TRUE,61.14,0,8,0,0 days 00:46:35.000000000
1490,27 01:10:57,27 01:22:37,,27 02:13:23,216,205,1501,FALSE,Palo Alto,TRUE,37.92,0,5,0,0 days 01:02:26.000000000
1491,19 18:48:04,19 18:50:28,19 18:56:27,19 19:20:44,320,8,1503,FALSE,Palo Alto,TRUE,53.09,0,2.16,0,0 days 00:32:40.000000000
1492,29 03:27:01,29 03:27:29,,29 04:25:45,424,8,1503,FALSE,Palo Alto,TRUE,52.06,0,2.11,0,0 days 00:58:44.000000000
1493,10 02:52:09,10 02:53:05,10 03:02:09,10 03:25:23,80,9,1503,TRUE,Palo Alto,TRUE,52.76,0,2.64,0,0 days 00:33:14.000000000
1494,22 03:09:42,22 03:10:25,22 03:21:29,22 03:43:18,308,97,1503,TRUE,Palo Alto,TRUE,58.47,0,2.92,0,0 days 00:33:36.000000000
1495,19 03:36:57,19 03:38:39,19 03:49:20,19 04:06:45,154,104,1503,FALSE,Palo Alto,TRUE,64.13,0,5.34,0,0 days 00:29:48.000000000
1496,24 04:12:51,24 04:13:17,24 04:21:28,24 04:50:24,401,104,1503,TRUE,Palo Alto,TRUE,80.39,0,5.34,0,0 days 00:37:33.000000000
1497,30 04:11:06,30 04:13:15,30 04:24:54,30 04:43:04,370,104,1503,FALSE,Palo Alto,TRUE,80.39,0,8.04,0,0 days 00:31:58.000000000
1498,11 02:43:44,11 02:44:31,11 02:55:08,11 03:23:20,276,10,1505,FALSE,Palo Alto,TRUE,47.27,0,0,0,0 days 00:39:36.000000000
1499,26 01:51:05,26 02:10:25,,26 02:53:38,41,107,1505,FALSE,Palo Alto,TRUE,21.17,0,1.06,0,0 days 01:02:33.000000000
1500,29 02:31:02,29 02:34:12,29 02:41:20,29 02:56:19,229,10,1520,FALSE,Palo Alto,TRUE,39.71,0,4.65,0,0 days 00:25:17.000000000
1501,20 19:22:59,20 19:24:16,,20 20:14:41,222,48,1520,FALSE,Palo Alto,TRUE,76.36,0,3.82,0,0 days 00:51:42.000000000
1502,01 23:56:24,01 23:57:34,02 00:16:07,02 00:53:57,259,221,1520,FALSE,Palo Alto,TRUE,62.39,0,7.77,0,0 days 00:57:33.000000000
1503,08 01:22:49,08 01:23:13,08 01:42:59,08 01:59:08,343,10,1522,TRUE,Palo Alto,TRUE,41.89,0,4.19,0,0 days 00:36:19.000000000
1504,22 23:11:33,23 02:39:04,23 03:24:36,23 03:44:29,368,10,1522,FALSE,Palo Alto,FALSE,41.89,0,3.3,0,0 days 04:32:56.000000000
1505,25 00:45:06,25 02:03:57,25 02:40:09,25 02:53:32,195,353,1522,FALSE,Palo Alto,FALSE,38.03,0,2.94,0,0 days 02:08:26.000000000
1506,23 03:18:58,23 03:19:53,23 03:27:28,23 03:51:13,307,18,1525,TRUE,Palo Alto,TRUE,20.68,0,0.67,0,0 days 00:32:15.000000000
1507,02 19:10:30,02 19:11:28,02 19:20:22,02 19:53:20,114,20,1525,FALSE,Palo Alto,TRUE,20.08,0,0.64,0,0 days 00:42:50.000000000
1508,05 03:48:55,05 03:51:45,05 03:57:39,05 04:31:41,276,4,1526,FALSE,Palo Alto,TRUE,21.77,0,2.18,0,0 days 00:42:46.000000000
1509,05 20:02:23,05 20:21:23,05 20:32:40,05 20:58:31,84,6,1526,TRUE,Palo Alto,TRUE,19.05,0,1.8,0,0 days 00:56:08.000000000
1510,07 01:07:48,07 01:10:36,,07 02:25:07,137,6,1526,FALSE,Palo Alto,TRUE,23.29,0,1.59,0,0 days 01:17:19.000000000
1511,13 02:04:10,13 02:18:23,13 02:19:46,13 02:56:09,299,6,1526,FALSE,Palo Alto,TRUE,71.74,0,3.02,0,0 days 00:51:59.000000000
1512,06 01:23:16,06 01:29:24,06 01:43:20,06 02:30:05,254,8,1526,FALSE,Palo Alto,TRUE,21.22,0,1.4,0,0 days 01:06:49.000000000
1513,10 01:04:59,10 01:05:35,10 01:37:21,10 02:10:30,324,8,1526,TRUE,Palo Alto,TRUE,125.8,0,5.23,0,0 days 01:05:31.000000000
1514,18 02:05:00,18 02:05:49,18 02:18:36,18 02:36:07,267,9,1526,FALSE,Palo Alto,TRUE,96.16,0,4.14,0,0 days 00:31:07.000000000
1515,14 03:08:17,14 03:08:42,14 03:18:07,14 03:57:20,355,20,1526,FALSE,Palo Alto,TRUE,73.1,0,3.08,0,0 days 00:49:03.000000000
1516,28 01:17:55,28 01:44:05,28 02:02:44,28 02:31:20,195,27,1526,FALSE,Palo Alto,TRUE,23.89,0,1,0,0 days 01:13:25.000000000
1517,11 01:12:47,11 01:14:47,11 01:23:31,11 01:48:35,43,59,1526,FALSE,Palo Alto,TRUE,42.92,0,3.39,0,0 days 00:35:48.000000000
1518,12 01:55:51,12 02:12:03,12 02:35:29,12 02:58:15,365,81,1526,TRUE,Palo Alto,TRUE,93.37,0,6,0,0 days 01:02:24.000000000
1519,13 20:55:04,13 21:29:45,,13 22:19:55,303,200,1526,FALSE,Palo Alto,TRUE,21.77,0,1.45,0,0 days 01:24:51.000000000
1520,24 02:50:41,24 02:52:00,24 03:02:12,24 03:31:28,79,8,1527,FALSE,Palo Alto,TRUE,47.65,0,1.91,0,0 days 00:40:47.000000000
1521,06 19:28:53,06 19:31:52,06 19:40:26,06 19:56:58,152,12,1527,FALSE,Palo Alto,TRUE,18.94,0,1.19,0,0 days 00:28:05.000000000
1522,22 01:31:09,22 02:02:38,22 02:09:25,22 02:45:31,80,12,1527,FALSE,Palo Alto,TRUE,93.76,0,4.03,0,0 days 01:14:22.000000000
1523,18 02:20:06,18 02:20:22,18 02:32:40,18 03:01:23,314,27,1527,FALSE,Palo Alto,TRUE,41.72,0,2.09,0,0 days 00:41:17.000000000
1524,01 01:24:04,01 01:24:44,01 01:48:46,01 02:21:55,319,62,1527,FALSE,Palo Alto,TRUE,45.16,0,3.6,0,0 days 00:57:51.000000000
1525,21 02:19:06,21 02:36:24,21 02:40:51,21 03:09:47,320,62,1527,TRUE,Palo Alto,TRUE,23.94,0,0.82,0,0 days 00:50:41.000000000
1526,30 01:06:36,30 01:11:01,30 01:31:09,30 01:59:25,92,62,1527,FALSE,Palo Alto,TRUE,71.63,0,3.01,0,0 days 00:52:49.000000000
